Using cpu device
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | -0.0188      |
|    std                  | 0.994        |
|    value_loss           | 4.56e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.4        |
|    ep_rew_mean          | -861        |
| time/                   |             |
|    fps                  | 267         |
|    iterations           | 21          |
|    time_elapsed         | 322         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.006767053 |
|    clip_fraction        | 0.0294      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.255       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.64e+04    |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0211     |
|    std                  | 0.996       |
|    value_loss           | 4.36e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.8        |
|    ep_rew_mean          | -819        |
| time/                   |             |
|    fps                  | 266         |
|    iterations           | 22          |
|    time_elapsed         | 338         |
|    total_timesteps      | 192512      |
| train/                  |             |
|    approx_kl            | 0.006582913 |
|    clip_fraction        | 0.0247      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.327       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.67e+04    |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0189     |
|    std                  | 0.995       |
|    value_loss           | 2.99e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.5        |
|    ep_rew_mean          | -828        |
| time/                   |             |
|    fps                  | 266         |
|    iterations           | 23          |
|    time_elapsed         | 353         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.005321537 |
|    clip_fraction        | 0.0136      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.306       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.06e+04    |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0164     |
|    std                  | 0.996       |
|    value_loss           | 4.02e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.3        |
|    ep_rew_mean          | -732        |
| time/                   |             |
|    fps                  | 266         |
|    iterations           | 24          |
|    time_elapsed         | 369         |
|    total_timesteps      | 200704      |
| train/                  |             |
|    approx_kl            | 0.006820396 |
|    clip_fraction        | 0.0284      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.266       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.14e+04    |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0199     |
|    std                  | 0.995       |
|    value_loss           | 4.52e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -811         |
| time/                   |              |
|    fps                  | 266          |
|    iterations           | 25           |
|    time_elapsed         | 384          |
|    total_timesteps      | 204800       |
| train/                  |              |
|    approx_kl            | 0.0073519493 |
|    clip_fraction        | 0.0351       |
|    clip_range           | 0.2          |
